PROV168;Clewiston;;;;;;;;;;x
PROV169;Coba;;;;;;;;;;x
PROV17;Apalachicola Forest;;;;;;;;;;x
PROV170;Cocodrie;;;;;;;;;;x
PROV171;Colon;;;;;;;;;;x
PROV172;Colonia Yucatan;;;;;;;;;;x
PROV173;Conner Preserve;;;;;;;;;;x
PROV174;Consolacion Del Sur;;;;;;;;;;x
PROV175;Constancia;;;;;;;;;;x
PROV176;Cooper;;;;;;;;;;x
PROV177;Coral Gables;;;;;;;;;;x
PROV178;Coral Springs;;;;;;;;;;x
PROV179;Corkscrew Camp Sanctuary;;;;;;;;;;x
PROV18;Apalachicola River Wea;;;;;;;;;;x
PROV180;Cortes;;;;;;;;;;x
PROV181;Country Club;;;;;;;;;;x
PROV182;Cow Island;;;;;;;;;;x
PROV183;Crawfordville;;;;;;;;;;x
PROV184;Creole;;;;;;;;;;x
PROV185;Crescent Beach;;;;;;;;;;x
PROV186;Cross Florida Greenway;;;;;;;;;;x
PROV187;Crossings;;;;;;;;;;x
PROV188;Crowley;;;;;;;;;;x
PROV189;Crystal River;;;;;;;;;;x
PROV19;Apollo Beach;;;;;;;;;;x
PROV190;Crystal Springs;;;;;;;;;;x
PROV191;Crytsal River Preserve;;;;;;;;;;x
PROV192;Cubanacan;;;;;;;;;;x
PROV193;Cudjoe Key;;;;;;;;;;x
PROV194;Cypremort;;;;;;;;;;x
PROV195;Dade City;;;;;;;;;;x
PROV196;Davenport;;;;;;;;;;x
PROV197;Day;;;;;;;;;;x
PROV198;Daytona Beach;;;;;;;;;;x
PROV199;De Leon Springs;;;;;;;;;;x
PROV2;Agramonte;;;;;;;;;;x
PROV20;Arcadia;;;;;;;;;;x
PROV200;Deer Park;;;;;;;;;;x
PROV201;Deland;;;;;;;;;;x
PROV202;Delita;;;;;;;;;;x
PROV203;Delray Beach;;;;;;;;;;x
PROV204;Deltona;;;;;;;;;;x
PROV205;Des Allemands;;;;;;;;;;x
PROV206;Devils Hammock Wildlife Preserve;;;;;;;;;;x
PROV207;Dimas;;;;;;;;;;x
PROV208;Dinner Island Ranch;;;;;;;;;;x
PROV209;Donaldsonville;;;;;;;;;;x
PROV21;Archbold;;;;;;;;;;x
PROV210;Doral;;;;;;;;;;x
PROV211;Dos Estrellas;;;;;;;;;;x
PROV212;Dry Tortugas National Park;;;;;;;;;;x
PROV213;Dunnellon;;;;;;;;;;x
PROV214;Dzidzantun;;;;;;;;;;x
PROV215;Dzilam De Bravo;;;;;;;;;;x
PROV216;Dzonot Carretero;;;;;;;;;;x
PROV217;East Lake;;;;;;;;;;x
PROV218;Eastern Last Tumbas;;;;;;;;;;x
PROV219;Eastpoint;;;;;;;;;;x
PROV22;Archer;;;;;;;;;;x
PROV220;Ebro;;;;;;;;;;x
PROV221;Edgar;;;;;;;;;;x
PROV222;Edgeville;;;;;;;;;;x
PROV223;Egan;;;;;;;;;;x
PROV224;El Corojal;;;;;;;;;;x
PROV225;El Cuyo;;;;;;;;;;x
PROV226;El Maja;;;;;;;;;;x
PROV227;El Rosario;;;;;;;;;;x
PROV228;Elbow Cay;;;;;;;;;;x
PROV229;Elkton;;;;;;;;;;x
PROV23;Aripeka;;;;;;;;;;x
PROV230;Emilio Cordova;;;;;;;;;;x
PROV231;Empire;;;;;;;;;;x
PROV232;Englewood;;;;;;;;;;x
PROV233;Entronque De Herradura;;;;;;;;;;x
PROV234;Espartaco;;;;;;;;;;x
PROV235;Esperanza;;;;;;;;;;x
PROV236;Espita;;;;;;;;;;x
PROV237;Ester;;;;;;;;;;x
PROV238;Estero;;;;;;;;;;x
PROV239;Eustis;;;;;;;;;;x
PROV24;Arroyos De Mantua;;;;;;;;;;x
PROV240;Eustsis;;;;;;;;;;x
PROV241;Everglades Alligator Farm;;;;;;;;;;x
PROV242;Everglades City;;;;;;;;;;x
PROV243;Everglades Park;;;;;;;;;;x
PROV244;Everglades Wildlife Area;;;;;;;;;;x
PROV245;Fair Hope;;;;;;;;;;x
PROV246;Far Parque Cienaga De Zapata;;;;;;;;;;x
PROV247;Farmton;;;;;;;;;;x
PROV248;Feather Sound;;;;;;;;;;x
PROV249;Felda;;;;;;;;;;x
PROV25;Artemisa;;;;;;;;;;x
PROV250;Fellsmere;;;;;;;;;;x
PROV251;Ferndale;;;;;;;;;;x
PROV252;Fish Creek;;;;;;;;;;x
PROV253;Flagami;;;;;;;;;;x
PROV254;Flint Rock Wildlife Management Area;;;;;;;;;;x
PROV255;Florida Panther Wildlife Preserve;;;;;;;;;;x
PROV256;Fontainebleau;;;;;;;;;;x
PROV257;Fort Braden;;;;;;;;;;x
PROV258;Fort Green;;;;;;;;;;x
PROV259;Fort Lauderdale;;;;;;;;;;x
PROV26;Astor;;;;;;;;;;x
PROV260;Fort Lonesome;;;;;;;;;;x
PROV261;Fort Mccoy;;;;;;;;;;x
PROV262;Fort Meade;;;;;;;;;;x
PROV263;Fort Myers;;;;;;;;;;x
PROV264;Fort Myers Beach;;;;;;;;;;x
PROV265;Fort Pierce;;;;;;;;;;x
PROV266;Fort Walton Beach;;;;;;;;;;x
PROV267;Fort White;;;;;;;;;;x
PROV268;Francis S. Taylor Wildlife Area;;;;;;;;;;x
PROV269;Francisco May;;;;;;;;;;x
PROV27;Atchafalaya Wildlife Refuge;;;;;;;;;;x
PROV270;Fred C. Reserve;;;;;;;;;;x
PROV271;Frink;;;;;;;;;;x
PROV272;Fruit Cove;;;;;;;;;;x
PROV273;Fruitville;;;;;;;;;;x
PROV274;Gainesville;;;;;;;;;;x
PROV275;Galliano;;;;;;;;;;x
PROV276;Gandy;;;;;;;;;;x
PROV277;Gateway;;;;;;;;;;x
PROV278;Geneva;;;;;;;;;;x
PROV279;Gibson;;;;;;;;;;x
PROV28;Athena;;;;;;;;;;x
PROV280;Gibsonton;;;;;;;;;;x
PROV281;Goethe Forest;;;;;;;;;;x
PROV282;Golden Gate;;;;;;;;;;x
PROV283;Grand Chenier;;;;;;;;;;x
PROV284;Grand Isle;;;;;;;;;;x
PROV285;Grand Lake;;;;;;;;;;x
PROV286;Grandin;;;;;;;;;;x
PROV287;Gray;;;;;;;;;;x
PROV288;Greater Carrollwood;;;;;;;;;;x
PROV289;Greater Northdale;;;;;;;;;;x
PROV29;Atlantic Beach;;;;;;;;;;x
PROV290;Green Cove Springs;;;;;;;;;;x
PROV291;Green Swamp Wilderness Preserve;;;;;;;;;;x
PROV292;Greenville;;;;;;;;;;x
PROV293;Groveland;;;;;;;;;;x
PROV294;Guane;;;;;;;;;;x
PROV295;Guanimar;;;;;;;;;;x
PROV296;Guayos;;;;;;;;;;x
PROV297;Gueydan;;;;;;;;;;x
PROV298;Guines;;;;;;;;;;x
PROV299;Gulf Hammock;;;;;;;;;;x
PROV3;Aguacate;;;;;;;;;;x
PROV30;Auburndale;;;;;;;;;;x
PROV300;Gulf Hammock Wildlife Preserve;;;;;;;;;;x
PROV301;Gulf Of The Far Keys;;;;;;;;;;x
PROV302;Gulf Of The Keys;;;;;;;;;;x
PROV303;Gulfport;;;;;;;;;;x
PROV304;Gun Cay;;;;;;;;;;x
PROV305;Hackberry;;;;;;;;;;x
PROV306;Hammond;;;;;;;;;;x
PROV307;Hampton;;;;;;;;;;x
PROV308;Harlem;;;;;;;;;;x
PROV309;Hastings;;;;;;;;;;x
PROV31;Aventura;;;;;;;;;;x
PROV310;Havana;;;;;;;;;;x
PROV311;Hawthorne;;;;;;;;;;x
PROV312;Heriverto Orellanes;;;;;;;;;;x
PROV313;Hermanos Saiz;;;;;;;;;;x
PROV314;Hernando Beach;;;;;;;;;;x
PROV315;Herradura;;;;;;;;;;x
PROV316;Hialeah;;;;;;;;;;x
PROV317;High Springs;;;;;;;;;;x
PROV318;Highland Park;;;;;;;;;;x
PROV319;Hilochee Wildlife Area;;;;;;;;;;x
PROV32;Avon Park;;;;;;;;;;x
PROV320;Holbox;;;;;;;;;;x
PROV321;Holey Land Wildlife Area;;;;;;;;;;x
PROV322;Holly Beach;;;;;;;;;;x
PROV323;Hollywood;;;;;;;;;;x
PROV324;Homeland;;;;;;;;;;x
PROV325;Homestead;;;;;;;;;;x
PROV326;Homosassa;;;;;;;;;;x
PROV327;Horquitas;;;;;;;;;;x
PROV328;Horseshoe Beach;;;;;;;;;;x
PROV329;Horseshoe Beach Park;;;;;;;;;;x
PROV33;Babcock Ranch Preserve;;;;;;;;;;x
PROV330;Hosford;;;;;;;;;;x
PROV331;Houma;;;;;;;;;;x
PROV332;Hoyo Colorado;;;;;;;;;;x
PROV333;Hudson;;;;;;;;;;x
PROV334;Hunucma;;;;;;;;;;x
PROV335;Hutchinson Island;;;;;;;;;;x
PROV336;Immokalee;;;;;;;;;;x
PROV337;Indian Bayou;;;;;;;;;;x
PROV338;Indian River;;;;;;;;;;x
PROV339;Indian Shores;;;;;;;;;;x
PROV34;Babiney;;;;;;;;;;x
PROV340;Indiantown;;;;;;;;;;x
PROV341;Inglis;;;;;;;;;;x
PROV342;Intercession City;;;;;;;;;;x
PROV343;Interlachen;;;;;;;;;;x
PROV344;Inverness;;;;;;;;;;x
PROV345;Iota;;;;;;;;;;x
PROV346;Iowa;;;;;;;;;;x
PROV347;Isbela De Sagua;;;;;;;;;;x
PROV348;Isla Mujeres;;;;;;;;;;x
PROV349;Islamorada;;;;;;;;;;x
PROV35;Babson Park;;;;;;;;;;x
PROV350;Islas De Batabanos;;;;;;;;;;x
PROV351;Islas De Mangles;;;;;;;;;;x
PROV352;Izamal;;;;;;;;;;x
PROV353;Jacksonville;;;;;;;;;;x
PROV354;Jacksonville Beach;;;;;;;;;;x
PROV355;Jacksonville Heights;;;;;;;;;;x
PROV356;Jagua;;;;;;;;;;x
PROV357;Jaguey Grande;;;;;;;;;;x
PROV358;Jennings;;;;;;;;;;x
PROV359;Jose Smith Comas;;;;;;;;;;x
PROV36;Bacunayagua;;;;;;;;;;x
PROV360;Jovellanos;;;;;;;;;;x
PROV361;Juragua;;;;;;;;;;x
PROV362;Kantunilkin;;;;;;;;;;x
PROV363;Kendale Lakes;;;;;;;;;;x
PROV364;Kent;;;;;;;;;;x
PROV365;Kerr;;;;;;;;;;x
PROV366;Key Largo;;;;;;;;;;x
PROV367;Key West;;;;;;;;;;x
PROV368;Key West Wildlife Refuge;;;;;;;;;;x
PROV369;Keystone;;;;;;;;;;x
PROV37;Bahia De Las Tumbas;;;;;;;;;;x
PROV370;Killian;;;;;;;;;;x
PROV371;Kissimee Praire Preserve;;;;;;;;;;x
PROV372;Kissimmee;;;;;;;;;;x
PROV373;Komchen;;;;;;;;;;x
PROV374;La Coloma;;;;;;;;;;x
PROV375;La Demajagua;;;;;;;;;;x
PROV376;La Fe;;;;;;;;;;x
PROV377;La Gran Lucha;;;;;;;;;;x
PROV378;La Habana Del Este;;;;;;;;;;x
PROV379;La Jaula;;;;;;;;;;x
PROV38;Bahia De Pinar Norte;;;;;;;;;;x
PROV380;La Palma;;;;;;;;;;x
PROV381;La Panchita;;;;;;;;;;x
PROV382;La Teja;;;;;;;;;;x
PROV383;Labelle;;;;;;;;;;x
PROV384;Lafayette;;;;;;;;;;x
PROV385;Lake Alfred;;;;;;;;;;x
PROV386;Lake Arthur;;;;;;;;;;x
PROV387;Lake Charles;;;;;;;;;;x
PROV388;Lake City;;;;;;;;;;x
PROV389;Lake George;;;;;;;;;;x
PROV39;Bahia De Sandino;;;;;;;;;;x
PROV390;Lake Harbor;;;;;;;;;;x
PROV391;Lake Maurepas;;;;;;;;;;x
PROV392;Lake Okeechobee;;;;;;;;;;x
PROV393;Lake Pontchartrain;;;;;;;;;;x
PROV394;Lake Wales;;;;;;;;;;x
PROV395;Lakeland;;;;;;;;;;x
PROV396;Lakeport;;;;;;;;;;x
PROV397;Lakeside;;;;;;;;;;x
PROV398;Lanark;;;;;;;;;;x
PROV399;Land O Lakes;;;;;;;;;;x
PROV4;Aguada De Pasajeros;;;;;;;;;;x
PROV40;Bahia De Santa Clara;;;;;;;;;;x
PROV400;Laplace;;;;;;;;;;x
PROV401;Las Marteinas;;;;;;;;;;x
PROV402;Las Pozas;;;;;;;;;;x
PROV403;Las Terrazas;;;;;;;;;;x
PROV404;Las Tumbas;;;;;;;;;;x
PROV405;Lawney;;;;;;;;;;x
PROV406;Layton;;;;;;;;;;x
PROV407;Lehigh Acres;;;;;;;;;;x
PROV408;Lessburg;;;;;;;;;;x
PROV409;Lithia;;;;;;;;;;x
PROV41;Bahia Honda;;;;;;;;;;x
PROV410;Live Oak;;;;;;;;;;x
PROV411;Livingston;;;;;;;;;;x
PROV412;Loana Vicario;;;;;;;;;;x
PROV413;Lol-Be;;;;;;;;;;x
PROV414;Longboat Key;;;;;;;;;;x
PROV415;Lopez Pena;;;;;;;;;;x
PROV416;Los Arabos;;;;;;;;;;x
PROV417;Los Palacios;;;;;;;;;;x
PROV418;Los Pinos;;;;;;;;;;x
PROV419;Lost Lake;;;;;;;;;;x
PROV42;Baker;;;;;;;;;;x
PROV420;Lower Goethe Forest;;;;;;;;;;x
PROV421;Lower Hillsborough Preserve;;;;;;;;;;x
PROV422;Lulu;;;;;;;;;;x
PROV423;Lutz;;;;;;;;;;x
PROV424;Lydia;;;;;;;;;;x
PROV425;Mabel;;;;;;;;;;x
PROV426;Macclenny;;;;;;;;;;x
PROV427;Madison;;;;;;;;;;x
PROV428;Manaja;;;;;;;;;;x
PROV429;Mandeville;;;;;;;;;;x
PROV43;Baldwin;;;;;;;;;;x
PROV430;Mangrove Preserve;;;;;;;;;;x
PROV431;Mantua;;;;;;;;;;x
PROV432;Manuel Sanguily;;;;;;;;;;x
PROV433;Marathon;;;;;;;;;;x
PROV434;Marco Island;;;;;;;;;;x
PROV435;Maria La Gorda;;;;;;;;;;x
PROV436;Mariel;;;;;;;;;;x
PROV437;Marion Oaks;;;;;;;;;;x
PROV438;Marquesas Keys;;;;;;;;;;x
PROV439;Marsh Island;;;;;;;;;;x
PROV44;Balm;;;;;;;;;;x
PROV440;Marti;;;;;;;;;;x
PROV441;Matanzas;;;;;;;;;;x
PROV442;Mayo;;;;;;;;;;x
PROV443;Mc Alpin;;;;;;;;;;x
PROV444;Melbourne;;;;;;;;;;x
PROV445;Melrose;;;;;;;;;;x
PROV446;Merida;;;;;;;;;;x
PROV447;Metairie;;;;;;;;;;x
PROV448;Mexico Beach;;;;;;;;;;x
PROV449;Miami;;;;;;;;;;x
PROV45;Banos De Elguea;;;;;;;;;;x
PROV450;Miami Shores;;;;;;;;;;x
PROV451;Middleburg;;;;;;;;;;x
PROV452;Midway;;;;;;;;;;x
PROV453;Minas De Matahambre;;;;;;;;;;x
PROV454;Miramar;;;;;;;;;;x
PROV455;Miramar Beach;;;;;;;;;;x
PROV456;Moniac;;;;;;;;;;x
PROV457;Montezuelo;;;;;;;;;;x
PROV458;Moore;;;;;;;;;;x
PROV459;Mordazo;;;;;;;;;;x
PROV46;Bardin;;;;;;;;;;x
PROV460;Morgan;;;;;;;;;;x
PROV461;Morriston;;;;;;;;;;x
PROV462;Morse;;;;;;;;;;x
PROV463;Muce;;;;;;;;;;x
PROV464;Mulberry;;;;;;;;;;x
PROV465;Myakka;;;;;;;;;;x
PROV466;Myakka River Park;;;;;;;;;;x
PROV467;Nallcrest;;;;;;;;;;x
PROV468;Naples;;;;;;;;;;x
PROV469;Naranja;;;;;;;;;;x
PROV47;Batabano;;;;;;;;;;x
PROV470;Nassau Ratliff;;;;;;;;;;x
PROV471;Navarre;;;;;;;;;;x
PROV472;New Iberia;;;;;;;;;;x
PROV473;New Orleans;;;;;;;;;;x
PROV474;Newberry;;;;;;;;;;x
PROV475;Newport;;;;;;;;;;x
PROV476;Niceville;;;;;;;;;;x
PROV477;Nocatee;;;;;;;;;;x
PROV478;North Babcock Ranch Preserve;;;;;;;;;;x
PROV479;North Cat Cay;;;;;;;;;;x
PROV48;Baton Rouge;;;;;;;;;;x
PROV480;North Deland;;;;;;;;;;x
PROV481;North Everglades;;;;;;;;;;x
PROV482;North Parque Cienaga De Zapata;;;;;;;;;;x
PROV483;North Port;;;;;;;;;;x
PROV484;North Relay Wildlife Area;;;;;;;;;;x
PROV485;Northest Parque Cienaga De Zapata;;;;;;;;;;x
PROV486;Nueva Gerona;;;;;;;;;;x
PROV487;Nueva Paz;;;;;;;;;;x
PROV488;Nuevo Durango;;;;;;;;;;x
PROV489;Ocala;;;;;;;;;;x
PROV49;Bauta;;;;;;;;;;x
PROV490;Ocean Of Far Yucatan;;;;;;;;;;x
PROV491;Ocean Of Miami;;;;;;;;;;x
PROV492;Ochlawaha;;;;;;;;;;x
PROV493;Ocklawaha River Wildlife Area;;;;;;;;;;x
PROV494;Okaloacoochee Slough Forest;;;;;;;;;;x
PROV495;Okeechobee;;;;;;;;;;x
PROV496;Old Town;;;;;;;;;;x
PROV497;Orange Beach;;;;;;;;;;x
PROV498;Orange Park;;;;;;;;;;x
PROV499;Orange Springs;;;;;;;;;;x
PROV5;Aguica;;;;;;;;;;x
PROV50;Bay Meadows;;;;;;;;;;x
PROV500;Orangetree;;;;;;;;;;x
PROV501;Orlando;;;;;;;;;;x
PROV502;Ormond Beach;;;;;;;;;;x
PROV503;Osceola Forest;;;;;;;;;;x
PROV504;Osceola Wildlife Management Area;;;;;;;;;;x
PROV505;Otter Creek;;;;;;;;;;x
PROV506;Pablo De A Torriente Brau;;;;;;;;;;x
PROV507;Pahokee;;;;;;;;;;x
PROV508;Palatka;;;;;;;;;;x
PROV509;Palm;;;;;;;;;;x
PROV51;Bay Of Biloxi;;;;;;;;;;x
PROV510;Palm Bay;;;;;;;;;;x
PROV511;Palm Beach Gardens;;;;;;;;;;x
PROV512;Palm Coast;;;;;;;;;;x
PROV513;Palm Harbor;;;;;;;;;;x
PROV514;Palm Springs North;;;;;;;;;;x
PROV515;Palma Rubia;;;;;;;;;;x
PROV516;Palmdale;;;;;;;;;;x
PROV517;Palmetto;;;;;;;;;;x
PROV518;Palmetto Bay;;;;;;;;;;x
PROV519;Panacea;;;;;;;;;;x
PROV52;Bay Of Cancun;;;;;;;;;;x
PROV520;Panama City;;;;;;;;;;x
PROV521;Paradise Run;;;;;;;;;;x
PROV522;Parque Marino De Punta;;;;;;;;;;x
PROV523;Parque Ria Lagartos;;;;;;;;;;x
PROV524;Paruqe La Guira;;;;;;;;;;x
PROV525;Pascagoula;;;;;;;;;;x
PROV526;Paso Real De San Diego;;;;;;;;;;x
PROV527;Pecan Island;;;;;;;;;;x
PROV528;Pedro Betancourt;;;;;;;;;;x
PROV529;Pembroke Pines;;;;;;;;;;x
PROV53;Bay Of Clearwater;;;;;;;;;;x
PROV530;Penney Farms;;;;;;;;;;x
PROV531;Pensacola;;;;;;;;;;x
PROV532;Pensacola Beach;;;;;;;;;;x
PROV533;Perdido Key;;;;;;;;;;x
PROV534;Perkins;;;;;;;;;;x
PROV535;Perry;;;;;;;;;;x
PROV536;Picayune;;;;;;;;;;x
PROV537;Piedra;;;;;;;;;;x
PROV538;Pierson;;;;;;;;;;x
PROV539;Pijirigua;;;;;;;;;;x
PROV54;Bay Of East Pensicola;;;;;;;;;;x
PROV540;Pilotos;;;;;;;;;;x
PROV541;Pinar Del Rio;;;;;;;;;;x
PROV542;Pine Island;;;;;;;;;;x
PROV543;Pine Island Sound Aquatic Preserve;;;;;;;;;;x
PROV544;Pine Level;;;;;;;;;;x
PROV545;Piste;;;;;;;;;;x
PROV546;Pittman;;;;;;;;;;x
PROV547;Placid Lakes;;;;;;;;;;x
PROV548;Plant City;;;;;;;;;;x
PROV549;Plaquemine;;;;;;;;;;x
PROV55;Bay Of Fort Myers;;;;;;;;;;x
PROV550;Playa Baracoa;;;;;;;;;;x
PROV551;Playa Del Carmen;;;;;;;;;;x
PROV552;Playa El Rosario;;;;;;;;;;x
PROV553;Playa Ganuza;;;;;;;;;;x
PROV554;Playa Giron;;;;;;;;;;x
PROV555;Playa Larga;;;;;;;;;;x
PROV556;Playa Majana;;;;;;;;;;x
PROV557;Playa Mayabeque;;;;;;;;;;x
PROV558;Poinciana;;;;;;;;;;x
PROV559;Polk City;;;;;;;;;;x
PROV56;Bay Of Gray;;;;;;;;;;x
PROV560;Pompano Beach;;;;;;;;;;x
PROV561;Pons;;;;;;;;;;x
PROV562;Popolnah;;;;;;;;;;x
PROV563;Port Carnaval;;;;;;;;;;x
PROV564;Port Charlotte;;;;;;;;;;x
PROV565;Port Mayaca;;;;;;;;;;x
PROV566;Port Orange;;;;;;;;;;x
PROV567;Port Richey;;;;;;;;;;x
PROV568;Port Saint Joe;;;;;;;;;;x
PROV569;Port Saint John;;;;;;;;;;x
PROV57;Bay Of Havana;;;;;;;;;;x
PROV570;Port Saint Lucie;;;;;;;;;;x
PROV571;Port Sulphur;;;;;;;;;;x
PROV572;Potrerillo;;;;;;;;;;x
PROV573;Prairieville;;;;;;;;;;x
PROV574;Progresso;;;;;;;;;;x
PROV575;Puerto Esperanza;;;;;;;;;;x
PROV576;Punta Alegre;;;;;;;;;;x
PROV577;Punta De La Sierra;;;;;;;;;;x
PROV578;Raceland;;;;;;;;;;x
PROV579;Raiford;;;;;;;;;;x
PROV58;Bay Of Merida;;;;;;;;;;x
PROV580;Redland;;;;;;;;;;x
PROV581;Relay Wildlife Area;;;;;;;;;;x
PROV582;Reserva Estatal;;;;;;;;;;x
PROV583;Reynold Garcia;;;;;;;;;;x
PROV584;Richloam Wildlife Management Area;;;;;;;;;;x
PROV585;Right Islands;;;;;;;;;;x
PROV586;Rio Lagartos;;;;;;;;;;x
PROV587;River Ranch;;;;;;;;;;x
PROV588;Riverview;;;;;;;;;;x
PROV589;Rodrigo;;;;;;;;;;x
PROV59;Bay Of Naples;;;;;;;;;;x
PROV590;Rosemary Beach;;;;;;;;;;x
PROV591;Rosewood;;;;;;;;;;x
PROV592;Rotenberger Wildlife Area;;;;;;;;;;x
PROV593;Ruskin;;;;;;;;;;x
PROV594;Safety Harbor;;;;;;;;;;x
PROV595;Saint Augustine;;;;;;;;;;x
PROV596;Saint George;;;;;;;;;;x
PROV597;Saint Petersburg;;;;;;;;;;x
PROV598;San Cristobal;;;;;;;;;;x
PROV599;San Jose De Las Lajas;;;;;;;;;;x
PROV6;Akers;;;;;;;;;;x
PROV60;Bay Of North Cuba;;;;;;;;;;x
PROV600;San Juan Y Martinez;;;;;;;;;;x
PROV601;San Luis;;;;;;;;;;x
PROV602;San Pedro;;;;;;;;;;x
PROV603;Sancti Spiritus;;;;;;;;;;x
PROV604;Sandino;;;;;;;;;;x
PROV605;Sanford;;;;;;;;;;x
PROV606;Sanibel;;;;;;;;;;x
PROV607;Santa Clara;;;;;;;;;;x
PROV608;Santa Cruz Del Norte;;;;;;;;;;x
PROV609;Santa Fe;;;;;;;;;;x
PROV61;Bay Of Orleans;;;;;;;;;;x
PROV610;Santa Isabel;;;;;;;;;;x
PROV611;Santa Maria;;;;;;;;;;x
PROV612;Santa Rosa;;;;;;;;;;x
PROV613;Santo Domingo;;;;;;;;;;x
PROV614;Sarasota;;;;;;;;;;x
PROV615;Sawdust;;;;;;;;;;x
PROV616;Sea Of First Coast;;;;;;;;;;x
PROV617;Sea Of Freeport;;;;;;;;;;x
PROV618;Sea Of Jacksonville;;;;;;;;;;x
PROV619;Sea Of Louisianna;;;;;;;;;;x
PROV62;Bay Of Pensicola;;;;;;;;;;x
PROV620;Sea Of Space Coast;;;;;;;;;;x
PROV621;Seaside;;;;;;;;;;x
PROV622;Sebring;;;;;;;;;;x
PROV623;Seffner;;;;;;;;;;x
PROV624;Seminole;;;;;;;;;;x
PROV625;Shadey Hills;;;;;;;;;;x
PROV626;Shawnee;;;;;;;;;;x
PROV627;Shell Beach;;;;;;;;;;x
PROV628;Sierra Maestra;;;;;;;;;;x
PROV629;Siguanea;;;;;;;;;;x
PROV63;Bay Of Pigs Islands;;;;;;;;;;x
PROV630;Sisal;;;;;;;;;;x
PROV631;Slidell;;;;;;;;;;x
PROV632;Solferino;;;;;;;;;;x
PROV633;Sopchoppy;;;;;;;;;;x
PROV634;South Bimini;;;;;;;;;;x
PROV635;South Everglades;;;;;;;;;;x
PROV636;South Fort Pierce;;;;;;;;;;x
PROV637;South Morriston;;;;;;;;;;x
PROV638;South Ocean Of Miami;;;;;;;;;;x
